age,job,education,housing,loan,winter,spring,summer,autumn,cellular,telephone,anxiety,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,nr_employed,euribor3m,divorced,married,single,subscribed?
37,2,3,True,False,0,1,0,0,0,1,0,166.0,4.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,1,0,False
50,1,5,True,False,0,0,1,0,1,0,4,367.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.962,0,1,0,False
49,0,0,False,False,0,1,0,0,0,1,4,187.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.859,0,1,0,False
31,2,5,False,False,0,1,0,0,0,1,2,197.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.859,0,1,0,False
35,1,4,True,False,0,1,0,0,1,0,3,218.0,2.0,True,True,-1.8,93.749,-34.6,5008.7,0.644,0,1,0,True
52,2,5,True,False,0,1,0,0,0,1,4,412.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.859,0,1,0,False
33,2,5,False,False,0,1,0,0,0,1,3,166.0,3.0,False,False,1.1,93.994,-36.4,5191.0,4.855,0,1,0,False
32,0,0,False,False,0,1,0,0,1,0,0,299.0,3.0,False,False,-1.8,92.893,-46.2,5099.1,1.299,0,1,0,False
35,2,5,True,False,0,1,0,0,1,0,3,584.0,1.0,False,False,-1.8,93.075,-47.1,5099.1,1.365,0,1,0,False
54,2,5,True,True,0,0,1,0,1,0,4,204.0,1.0,False,True,-2.9,92.201,-31.4,5076.2,0.849,0,1,0,True
27,1,3,False,False,0,0,1,0,1,0,1,509.0,4.0,False,True,1.4,93.918,-42.7,5228.1,4.962,0,0,1,True
52,2,4,True,True,0,1,0,0,0,1,1,280.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,1,0,False
32,2,5,True,True,0,0,1,0,1,0,4,131.0,1.0,False,False,-2.9,92.201,-31.4,5076.2,0.881,0,1,0,False
36,2,3,True,False,0,1,0,0,1,0,3,27.0,1.0,False,True,-1.8,92.893,-46.2,5099.1,1.327,0,0,1,False
27,2,4,False,False,0,1,0,0,1,0,3,584.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.266,0,1,0,False
39,0,2,True,False,1,0,0,0,1,0,0,78.0,2.0,False,False,-0.1,93.2,-42.0,5195.8,4.191,0,0,1,False
34,2,5,False,True,0,1,0,0,1,0,4,77.0,3.0,False,False,-1.8,93.075,-47.1,5099.1,1.405,0,1,0,False
35,0,2,True,False,0,1,0,0,0,1,2,162.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.858,0,1,0,False
32,2,5,False,False,0,1,0,0,0,1,2,180.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.859,0,0,1,False
42,1,4,False,False,0,0,1,0,1,0,2,96.0,1.0,False,True,-2.9,92.201,-31.4,5076.2,0.879,0,1,0,False
42,2,3,False,False,1,0,0,0,1,0,0,651.0,2.0,False,True,-0.1,93.2,-42.0,5195.8,4.191,0,1,0,True
37,2,5,True,False,0,1,0,0,0,1,4,415.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,0,1,False
34,2,5,True,True,1,0,0,0,1,0,4,85.0,3.0,False,False,-0.1,93.2,-42.0,5195.8,4.021,0,1,0,False
27,2,3,True,False,0,0,1,0,1,0,3,130.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.958,0,0,1,False
49,0,2,False,False,0,0,1,0,0,1,3,1149.0,2.0,False,False,1.4,94.465,-41.8,5228.1,4.866,0,1,0,True
35,2,5,False,False,0,1,0,0,0,1,1,235.0,4.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,1,0,False
22,0,2,True,False,0,0,1,0,0,1,0,110.0,7.0,False,False,1.4,93.918,-42.7,5228.1,4.96,0,0,1,False
45,0,5,True,False,0,1,0,0,0,1,3,105.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.86,1,0,0,False
29,0,3,True,False,0,0,1,0,0,1,2,42.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.962,0,1,0,False
59,1,4,True,False,0,0,1,0,0,1,2,240.0,3.0,False,True,-2.9,92.201,-31.4,5076.2,0.834,0,1,0,False
55,0,1,False,False,0,0,1,0,0,1,0,228.0,2.0,False,False,1.4,94.465,-41.8,5228.1,4.865,1,0,0,False
43,2,4,True,False,0,0,1,0,0,1,3,193.0,2.0,False,False,1.4,94.465,-41.8,5228.1,4.866,0,1,0,False
47,0,3,True,False,0,1,0,0,1,0,4,181.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.25,0,1,0,False
41,0,2,True,False,0,1,0,0,1,0,3,102.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.327,1,0,0,False
50,0,2,True,False,0,1,0,0,0,1,0,192.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,1,0,False
46,2,5,True,False,1,0,0,0,1,0,1,148.0,2.0,False,False,-0.1,93.2,-42.0,5195.8,4.153,0,1,0,False
32,1,3,True,True,0,1,0,0,0,1,2,184.0,9.0,False,False,1.1,93.994,-36.4,5191.0,4.858,0,1,0,False
47,0,1,True,True,0,0,1,0,1,0,0,431.0,3.0,False,False,1.4,93.918,-42.7,5228.1,4.962,0,0,1,False
54,2,5,False,True,0,1,0,0,0,1,3,82.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.86,0,1,0,False
29,1,5,False,False,0,1,0,0,1,0,0,135.0,3.0,False,True,-1.8,93.749,-34.6,5008.7,0.645,0,1,0,False
33,2,5,False,False,0,1,0,0,1,0,3,157.0,6.0,False,False,-1.8,93.749,-34.6,5008.7,0.659,0,1,0,False
31,0,5,False,False,0,0,1,0,1,0,4,608.0,3.0,True,True,-1.7,94.215,-40.3,4991.6,0.885,0,0,1,True
27,0,2,True,False,0,1,0,0,1,0,1,339.0,2.0,False,True,-1.8,92.893,-46.2,5099.1,1.291,0,0,1,False
25,0,3,False,False,1,0,0,0,1,0,3,244.0,1.0,False,False,-1.1,94.767,-50.8,4963.6,1.041,0,0,1,True
34,1,5,True,False,1,0,0,0,1,0,2,686.0,1.0,False,False,-0.1,93.2,-42.0,5195.8,4.12,0,1,0,True
35,2,3,False,False,0,1,0,0,0,1,0,165.0,5.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,1,0,False
37,1,2,True,False,0,1,0,0,0,1,2,211.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.281,0,1,0,False
34,1,5,True,True,0,0,1,0,1,0,2,455.0,3.0,False,False,1.4,93.444,-36.1,5228.1,4.967,0,0,1,True
33,0,0,False,True,0,1,0,0,1,0,1,807.0,3.0,False,True,-1.8,92.893,-46.2,5099.1,1.291,0,0,1,False
54,1,3,True,False,0,0,1,0,1,0,3,204.0,4.0,False,False,1.4,93.444,-36.1,5228.1,4.964,0,1,0,False
30,0,2,True,False,1,0,0,0,1,0,2,175.0,1.0,False,True,-0.1,93.2,-42.0,5195.8,4.12,0,1,0,False
40,0,0,False,False,0,0,1,0,0,1,0,258.0,2.0,False,False,1.4,94.465,-41.8,5228.1,4.961,0,1,0,False
37,1,3,True,False,0,1,0,0,1,0,3,44.0,2.0,False,False,-1.8,93.075,-47.1,5099.1,1.41,0,0,1,False
34,0,5,True,True,0,1,0,0,1,0,4,73.0,1.0,False,False,-1.8,93.075,-47.1,5099.1,1.405,1,0,0,False
59,0,5,True,False,0,0,1,0,1,0,3,17.0,18.0,False,False,1.4,93.444,-36.1,5228.1,4.962,0,1,0,False
25,2,5,True,False,0,0,0,1,1,0,3,420.0,1.0,True,True,-3.4,92.379,-29.8,5017.5,0.809,0,0,1,False
58,0,5,True,False,1,0,0,0,1,0,3,344.0,2.0,False,False,-1.1,94.767,-50.8,4963.6,1.041,0,1,0,True
33,1,5,True,False,0,1,0,0,1,0,0,182.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.244,0,1,0,False
50,0,0,True,False,0,0,1,0,1,0,4,80.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.966,0,1,0,False
39,0,1,False,False,0,1,0,0,0,1,3,393.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.855,0,1,0,False
30,1,3,False,False,0,0,1,0,1,0,0,638.0,4.0,False,False,1.4,93.444,-36.1,5228.1,4.963,0,0,1,True
33,2,3,True,False,0,1,0,0,0,1,2,641.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.858,0,1,0,False
33,2,5,False,False,0,1,0,0,0,1,4,21.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.855,0,1,0,False
41,1,4,True,False,0,1,0,0,0,1,2,446.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.858,0,1,0,False
36,2,5,True,False,0,1,0,0,0,1,4,170.0,4.0,False,False,1.1,93.994,-36.4,5191.0,4.864,0,1,0,False
44,2,5,True,True,1,0,0,0,1,0,3,96.0,1.0,False,False,-0.1,93.2,-42.0,5195.8,4.076,0,1,0,False
57,0,0,True,True,0,1,0,0,0,1,1,1348.0,4.0,False,False,-1.8,93.075,-47.1,5099.1,1.405,0,1,0,True
40,0,1,False,False,0,1,0,0,0,1,1,85.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.856,0,1,0,False
41,1,5,True,True,0,1,0,0,0,1,2,23.0,17.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,0,1,False
41,2,5,True,False,0,0,1,0,1,0,3,324.0,1.0,False,False,-1.7,94.027,-38.3,4991.6,0.904,0,1,0,True
33,1,4,True,True,0,0,1,0,1,0,3,331.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.962,0,1,0,False
32,1,3,False,False,0,0,1,0,0,1,2,40.0,5.0,False,False,1.4,93.918,-42.7,5228.1,4.963,0,0,1,False
45,0,5,False,False,0,1,0,0,0,1,1,550.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.856,0,1,0,False
29,1,5,False,False,0,0,1,0,1,0,3,442.0,3.0,False,False,-2.9,92.963,-40.8,5076.2,1.26,0,0,1,False
35,1,2,False,False,1,0,0,0,1,0,2,178.0,1.0,False,True,-0.1,93.2,-42.0,5195.8,4.12,0,0,1,False
35,2,5,True,False,0,0,0,1,1,0,2,110.0,2.0,True,True,-1.1,94.199,-37.5,4963.6,0.886,0,1,0,False
45,2,5,False,False,0,0,1,0,1,0,4,27.0,2.0,False,False,1.4,93.444,-36.1,5228.1,4.963,0,1,0,False
34,1,4,False,True,0,1,0,0,0,1,4,388.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.855,0,1,0,False
41,1,4,True,False,1,0,0,0,1,0,0,545.0,2.0,False,False,-1.1,94.767,-50.8,4963.6,1.039,0,1,0,True
50,0,0,True,False,0,1,0,0,1,0,2,146.0,1.0,False,True,-1.8,92.893,-46.2,5099.1,1.334,0,1,0,False
28,2,2,True,False,0,1,0,0,0,1,3,166.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.266,0,0,1,False
33,2,5,True,False,0,1,0,0,0,1,3,139.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.86,0,1,0,False
42,1,5,True,False,0,1,0,0,1,0,2,301.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.334,0,1,0,False
43,0,1,False,False,0,1,0,0,0,1,4,218.0,3.0,False,False,1.1,93.994,-36.4,5191.0,4.859,0,1,0,False
42,1,5,False,False,1,0,0,0,1,0,2,179.0,1.0,True,True,-3.0,92.713,-33.0,5023.5,0.715,0,1,0,True
56,0,0,False,True,0,0,1,0,1,0,3,360.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.968,0,1,0,False
29,0,5,True,False,0,0,1,0,1,0,3,489.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.963,0,0,1,False
31,0,3,True,False,0,0,1,0,1,0,2,125.0,3.0,False,False,1.4,93.918,-42.7,5228.1,4.963,0,0,1,False
31,2,3,True,False,0,0,1,0,1,0,3,304.0,2.0,False,False,1.4,93.918,-42.7,5228.1,4.962,0,0,1,False
28,0,0,False,False,0,1,0,0,1,0,1,189.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.291,0,1,0,False
43,2,5,True,True,0,0,1,0,0,1,1,377.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.962,0,1,0,False
44,2,3,True,False,0,1,0,0,1,0,2,728.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.334,0,0,1,False
43,2,3,True,False,0,0,1,0,1,0,0,128.0,22.0,False,False,1.4,93.918,-42.7,5228.1,4.962,0,1,0,False
41,0,0,True,False,0,0,0,1,1,0,4,278.0,1.0,False,False,-1.1,94.601,-49.5,4963.6,0.942,0,0,1,False
31,2,5,False,False,0,0,1,0,0,1,1,387.0,1.0,False,False,-2.9,92.201,-31.4,5076.2,0.883,0,0,1,False
59,2,5,True,True,0,1,0,0,0,1,3,29.0,9.0,False,False,1.1,93.994,-36.4,5191.0,4.86,0,1,0,False
32,0,5,True,False,0,0,1,0,1,0,1,71.0,4.0,False,False,1.4,93.918,-42.7,5228.1,4.961,0,0,1,False
24,0,3,False,False,0,0,1,0,1,0,1,292.0,1.0,False,True,-1.7,94.055,-40.49749696233296,4991.6,0.737,0,0,1,False
31,0,2,False,False,0,0,1,0,0,1,2,767.0,2.0,False,False,1.4,94.465,-41.8,5228.1,4.864,0,0,1,True
38,2,3,True,True,1,0,0,0,1,0,3,1476.0,4.0,False,False,-0.1,93.2,-42.0,5195.8,4.076,0,0,1,False
37,2,5,True,False,0,1,0,0,1,0,0,176.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.244,1,0,0,False
33,2,5,True,False,0,0,1,0,0,1,4,52.0,4.0,False,False,1.4,93.918,-42.7,5228.1,4.963,0,1,0,False
27,2,5,True,True,0,0,1,0,1,0,0,150.0,4.0,False,False,1.4,93.918,-42.7,5228.1,4.96,0,0,1,False
34,1,3,False,False,0,1,0,0,0,1,3,285.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.86,0,1,0,False
46,1,1,True,False,1,0,0,0,1,0,1,32.0,1.0,False,True,-0.1,93.2,-42.0,5195.8,4.153,0,1,0,False
30,2,3,False,False,0,0,1,0,1,0,2,227.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.957,0,1,0,False
31,0,0,False,False,1,0,0,0,1,0,4,12.0,8.0,False,False,-0.1,93.2,-42.0,5195.8,4.021,0,0,1,False
56,2,5,False,True,0,1,0,0,0,1,2,171.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.858,0,1,0,False
52,1,3,False,False,0,0,1,0,1,0,2,183.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.962,0,1,0,False
30,1,4,True,False,0,0,1,0,0,1,3,501.0,2.0,False,False,1.4,93.918,-42.7,5228.1,4.966,0,1,0,False
34,0,1,False,False,0,0,1,0,0,1,4,381.0,3.0,False,False,1.4,94.465,-41.8,5228.1,4.947,0,1,0,False
31,2,3,False,False,0,0,0,1,1,0,3,142.0,1.0,False,False,-3.4,92.431,-26.9,5017.5,0.722,0,1,0,True
33,2,5,True,False,1,0,0,0,1,0,4,482.0,1.0,True,True,-1.1,94.767,-50.8,4963.6,1.049,0,1,0,True
33,2,5,True,True,0,1,0,0,0,1,2,117.0,1.0,False,False,-1.8,93.075,-47.1,5099.1,1.415,0,0,1,False
30,1,5,True,False,0,0,1,0,1,0,0,14.0,13.0,False,False,1.4,93.444,-36.1,5228.1,4.965,0,0,1,False
28,2,5,False,False,0,1,0,0,1,0,4,69.0,1.0,False,False,-1.8,93.075,-47.1,5099.1,1.405,0,0,1,False
24,1,4,False,False,0,1,0,0,0,1,1,240.0,4.0,False,False,-1.8,92.893,-46.2,5099.1,1.266,0,0,1,False
41,0,0,True,True,0,1,0,0,1,0,2,389.0,2.0,False,False,-1.8,92.893,-46.2,5099.1,1.334,0,1,0,False
26,2,3,False,False,0,1,0,0,0,1,3,326.0,4.0,False,False,1.1,93.994,-36.4,5191.0,4.86,0,1,0,False
45,0,0,False,False,0,0,0,1,0,1,0,569.0,4.0,False,False,-3.4,92.379,-29.8,5017.5,0.797,0,0,1,True
42,2,5,True,False,0,0,1,0,0,1,3,160.0,2.0,False,False,1.4,94.465,-41.8,5228.1,4.866,0,1,0,False
41,1,3,False,False,0,0,1,0,1,0,0,697.0,2.0,False,False,1.4,93.444,-36.1,5228.1,4.963,0,1,0,True
56,2,2,True,False,0,1,0,0,0,1,3,313.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.86,1,0,0,False
25,1,3,True,False,0,1,0,0,1,0,4,581.0,3.0,False,True,-1.8,93.876,-40.0,5008.7,0.699,0,0,1,False
25,0,3,True,False,0,1,0,0,1,0,0,23.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.299,0,0,1,False
33,2,3,True,False,0,1,0,0,1,0,1,659.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.344,0,0,1,False
34,1,2,False,False,0,1,0,0,1,0,0,103.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.299,0,1,0,False
36,1,3,True,False,0,0,1,0,1,0,2,243.0,1.0,False,True,-2.9,92.469,-33.6,5076.2,1.029,0,0,1,False
75,0,5,True,False,0,0,1,0,1,0,3,229.0,1.0,False,True,-1.7,94.215,-40.3,4991.6,0.81,0,1,0,True
38,2,5,False,True,1,0,0,0,1,0,4,79.0,1.0,False,False,-0.1,93.2,-42.0,5195.8,4.021,0,1,0,False
56,0,0,True,False,0,0,1,0,1,0,2,102.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.967,0,1,0,False
58,0,4,False,False,0,0,1,0,0,1,4,15.0,12.0,False,False,1.4,94.465,-41.8,5228.1,4.959,0,1,0,False
48,2,5,True,False,0,0,1,0,1,0,1,286.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.965,0,1,0,False
30,2,3,True,False,0,0,1,0,1,0,4,53.0,6.0,False,False,1.4,93.918,-42.7,5228.1,4.959,0,1,0,False
33,2,5,False,False,0,1,0,0,1,0,0,305.0,2.0,False,False,-1.8,92.893,-46.2,5099.1,1.244,0,0,1,False
36,1,1,False,False,0,1,0,0,1,0,0,316.0,2.0,False,True,-1.8,93.075,-47.1,5099.1,1.405,0,1,0,False
54,0,3,True,False,0,0,1,0,1,0,3,577.0,3.0,False,False,1.4,93.918,-42.7,5228.1,4.962,0,0,1,False
29,0,3,True,False,0,0,1,0,1,0,4,90.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.957,0,0,1,False
28,2,5,True,True,1,0,0,0,1,0,4,454.0,6.0,False,True,-3.0,92.713,-33.0,5023.5,0.71,0,0,1,False
59,0,4,False,False,0,1,0,0,1,0,2,69.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.281,1,0,0,False
45,0,2,True,False,0,1,0,0,1,0,1,427.0,4.0,False,True,-1.8,93.075,-47.1,5099.1,1.423,0,1,0,False
32,1,5,True,False,0,0,1,0,1,0,2,25.0,13.0,False,False,1.4,93.444,-36.1,5228.1,4.964,0,0,1,False
55,0,4,False,True,0,1,0,0,0,1,2,217.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.857,1,0,0,False
29,2,5,False,False,0,0,1,0,1,0,3,139.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.963,0,0,1,False
31,1,4,False,False,0,1,0,0,0,1,2,257.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.858,0,1,0,False
34,1,3,True,False,0,0,1,0,1,0,4,107.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.964,0,1,0,False
25,1,5,True,False,0,0,1,0,0,1,0,214.0,2.0,False,False,1.4,94.465,-41.8,5228.1,4.865,1,0,0,False
35,0,2,True,False,1,0,0,0,1,0,3,105.0,1.0,True,True,-3.0,92.713,-33.0,5023.5,0.707,0,1,0,False
49,1,2,True,False,0,1,0,0,0,1,0,146.0,6.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,1,0,False
35,0,2,True,False,0,0,1,0,0,1,3,19.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.968,0,1,0,False
36,2,5,False,False,0,1,0,0,1,0,1,65.0,1.0,False,True,-1.8,92.893,-46.2,5099.1,1.266,0,1,0,False
29,1,5,True,True,1,0,0,0,1,0,3,281.0,2.0,False,False,-0.1,93.2,-42.0,5195.8,4.076,0,0,1,False
24,0,5,False,False,0,0,1,0,1,0,1,114.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.961,0,1,0,False
47,2,5,True,False,0,0,1,0,1,0,0,243.0,4.0,False,False,-2.9,92.963,-40.8,5076.2,1.281,0,0,1,True
34,1,4,False,False,0,0,1,0,1,0,0,468.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.965,0,0,1,False
34,2,5,False,False,0,1,0,0,1,0,4,101.0,4.0,False,True,-1.8,92.893,-46.2,5099.1,1.25,0,0,1,False
39,1,4,False,False,0,0,1,0,0,1,1,83.0,2.0,False,False,1.4,94.465,-41.8,5228.1,4.961,0,1,0,False
47,0,2,True,True,0,1,0,0,1,0,2,74.0,6.0,False,True,-1.8,92.893,-46.2,5099.1,1.334,0,1,0,False
32,1,3,True,False,0,1,0,0,1,0,1,67.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.344,0,1,0,False
29,1,5,True,False,0,0,1,0,1,0,2,438.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.963,0,0,1,False
57,0,5,True,False,0,0,1,0,0,1,4,12.0,5.0,False,False,1.4,94.465,-41.8,5228.1,4.959,0,1,0,False
49,2,3,False,False,1,0,0,0,1,0,2,582.0,1.0,False,False,-0.1,93.2,-42.0,5195.8,4.12,0,1,0,False
42,1,4,True,False,0,0,1,0,1,0,3,721.0,10.0,False,False,1.4,93.918,-42.7,5228.1,4.968,0,1,0,False
29,2,5,True,False,0,0,1,0,1,0,4,142.0,2.0,False,False,1.4,93.444,-36.1,5228.1,4.966,0,0,1,False
34,1,4,True,True,0,1,0,0,0,1,4,224.0,3.0,False,False,1.1,93.994,-36.4,5191.0,4.855,0,1,0,False
51,2,5,True,False,0,1,0,0,1,0,0,212.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.299,1,0,0,False
47,0,2,False,False,0,1,0,0,1,0,1,295.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.344,1,0,0,False
53,1,4,True,False,0,1,0,0,0,1,0,247.0,5.0,False,True,-1.8,93.369,-34.8,5008.7,0.646,0,1,0,False
28,1,2,True,False,0,0,1,0,1,0,0,236.0,2.0,False,False,1.4,93.918,-42.7,5228.1,4.96,0,1,0,False
27,1,5,True,False,0,0,0,1,1,0,2,184.0,1.0,False,True,-1.1,94.601,-49.5,4963.6,1.043,0,0,1,True
23,2,5,True,False,0,0,1,0,1,0,2,104.0,1.0,False,True,-1.7,94.215,-40.3,4991.6,0.881,0,0,1,False
30,0,3,False,False,0,0,1,0,1,0,3,200.0,1.0,False,True,-1.7,94.027,-38.3,4991.6,0.904,0,0,1,False
42,0,1,True,False,0,1,0,0,1,0,2,172.0,1.0,False,False,-1.8,92.893,-46.2,5099.1,1.281,0,1,0,False
38,2,5,True,False,0,0,1,0,0,1,2,190.0,2.0,False,False,1.4,94.465,-41.8,5228.1,4.962,0,0,1,False
29,2,5,True,True,0,1,0,0,1,0,0,245.0,1.0,False,False,-1.8,93.075,-47.1,5099.1,1.405,0,1,0,False
44,0,0,True,False,0,1,0,0,1,0,2,31.0,1.0,False,True,-1.8,92.893,-46.2,5099.1,1.281,0,1,0,False
45,2,2,True,False,1,0,0,0,1,0,3,165.0,3.0,False,True,-0.1,93.2,-42.0,5195.8,4.076,0,0,1,False
51,2,5,False,True,0,0,1,0,0,1,3,93.0,1.0,False,False,1.4,94.465,-41.8,5228.1,4.955,0,1,0,False
28,1,3,True,True,0,1,0,0,0,1,0,114.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,1,0,False
29,1,5,True,True,0,0,1,0,1,0,2,94.0,2.0,False,False,1.4,93.444,-36.1,5228.1,4.964,0,1,0,False
28,1,4,True,False,0,1,0,0,1,0,3,477.0,2.0,False,True,-1.8,93.075,-47.1,5099.1,1.483,0,0,1,False
29,1,4,True,False,0,1,0,0,1,0,2,231.0,2.0,False,False,-1.8,92.893,-46.2,5099.1,1.281,0,0,1,False
40,2,3,True,False,0,0,1,0,0,1,0,142.0,3.0,False,False,1.4,94.465,-41.8,5228.1,4.865,0,0,1,False
43,0,0,True,False,0,1,0,0,1,0,0,221.0,2.0,False,False,-1.8,92.893,-46.2,5099.1,1.244,0,1,0,False
54,2,5,False,True,0,0,1,0,1,0,1,218.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.961,0,1,0,False
42,2,5,True,False,0,1,0,0,1,0,0,370.0,5.0,False,False,-1.8,92.893,-46.2,5099.1,1.354,0,1,0,False
55,1,3,False,False,0,1,0,0,1,0,0,336.0,1.0,False,True,-1.8,92.893,-46.2,5099.1,1.244,0,1,0,False
49,0,0,False,False,0,0,1,0,1,0,2,121.0,1.0,False,False,1.4,93.918,-42.7,5228.1,4.962,0,0,1,False
52,1,4,True,True,0,0,1,0,1,0,0,84.0,3.0,False,False,1.4,93.444,-36.1,5228.1,4.965,0,1,0,False
32,2,3,False,False,0,0,1,0,1,0,4,52.0,8.0,False,False,1.4,93.444,-36.1,5228.1,4.966,0,1,0,False
23,2,5,True,True,0,0,1,0,0,1,0,69.0,3.0,False,False,1.4,93.918,-42.7,5228.1,4.96,0,0,1,False
34,1,4,True,True,1,0,0,0,1,0,3,42.0,7.0,False,False,-0.1,93.2,-42.0,5195.8,4.076,0,1,0,False
36,1,3,False,False,0,0,1,0,1,0,2,98.0,3.0,False,False,1.4,93.918,-42.7,5228.1,4.963,0,1,0,False
54,2,5,False,False,0,0,1,0,1,0,3,218.0,2.0,False,False,1.4,93.444,-36.1,5228.1,4.968,0,0,1,False
39,1,2,True,False,0,1,0,0,0,1,3,51.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.86,1,0,0,False
50,0,0,False,False,0,0,0,1,0,1,1,57.0,1.0,False,False,-1.1,94.199,-37.5,4963.6,0.877,1,0,0,False
30,1,3,True,False,0,0,1,0,1,0,0,181.0,2.0,False,False,-2.9,92.963,-40.8,5076.2,1.26,0,0,1,True
27,0,2,False,True,0,1,0,0,0,1,3,1170.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.855,0,1,0,False
32,2,5,True,False,0,1,0,0,0,1,3,147.0,4.0,False,False,1.1,93.994,-36.4,5191.0,4.86,1,0,0,False
54,1,5,False,False,0,0,1,0,0,1,0,71.0,4.0,False,False,1.4,94.465,-41.8,5228.1,4.96,0,1,0,False
50,0,4,True,False,0,1,0,0,1,0,3,157.0,1.0,False,True,-1.8,92.893,-46.2,5099.1,1.327,0,1,0,False
26,2,5,True,False,0,0,0,1,1,0,1,355.0,1.0,False,True,-1.1,94.199,-37.5,4963.6,0.881,0,0,1,False
45,2,5,True,False,0,0,1,0,1,0,2,99.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.965,0,0,1,False
28,1,3,False,False,0,1,0,0,0,1,1,180.0,1.0,False,False,1.1,93.994,-36.4,5191.0,4.856,0,1,0,False
28,0,0,True,False,0,1,0,0,0,1,0,101.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.857,0,0,1,False
50,1,4,False,False,0,1,0,0,0,1,4,121.0,2.0,False,False,1.1,93.994,-36.4,5191.0,4.859,0,1,0,False
31,0,1,True,False,0,0,1,0,0,1,4,55.0,12.0,False,False,1.4,94.465,-41.8,5228.1,4.959,0,1,0,False
34,2,5,False,False,0,0,1,0,1,0,4,114.0,1.0,False,False,1.4,93.444,-36.1,5228.1,4.964,0,0,1,False
